  8.500E+00 1.96911E-16  3.841E-05  1.113E-08  8.548E-09  2.836E-13  5.577E-13  1.00E-07
  8.600E+00 1.95787E-16  3.899E-05  1.108E-08  8.539E-09  2.849E-13  5.638E-13  1.00E-07
  8.700E+00 1.94658E-16  3.956E-05  1.104E-08  8.530E-09  2.862E-13  5.699E-13  1.00E-07
  8.800E+00 1.93525E-16  4.015E-05  1.100E-08  8.522E-09  2.873E-13  5.760E-13  1.00E-07
  8.900E+00 1.92388E-16  4.073E-05  1.095E-08  8.513E-09  2.885E-13  5.820E-13  1.00E-07
  9.000E+00 1.91248E-16  4.132E-05  1.091E-08  8.504E-09  2.895E-13  5.881E-13  1.00E-07
  9.100E+00 1.90103E-16  4.192E-05  1.086E-08  8.495E-09  2.905E-13  5.941E-13  1.00E-07
  9.200E+00 1.88956E-16  4.252E-05  1.081E-08  8.486E-09  2.914E-13  6.001E-13  1.00E-07
  9.300E+00 1.87806E-16  4.312E-05  1.077E-08  8.477E-09  2.923E-13  6.061E-13  1.00E-07
  9.400E+00 1.86653E-16  4.373E-05  1.072E-08  8.467E-09  2.931E-13  6.121E-13  1.00E-07
  9.500E+00 1.85497E-16  4.435E-05  1.068E-08  8.458E-09  2.938E-13  6.181E-13  1.00E-07
  9.600E+00 1.84338E-16  4.497E-05  1.063E-08  8.449E-09  2.945E-13  6.241E-13  1.00E-07
  9.700E+00 1.83178E-16  4.559E-05  1.058E-08  8.439E-09  2.951E-13  6.300E-13  1.00E-07
  9.800E+00 1.82015E-16  4.622E-05  1.053E-08  8.430E-09  2.957E-13  6.359E-13  1.00E-07
  9.900E+00 1.80851E-16  4.686E-05  1.049E-08  8.420E-09  2.961E-13  6.418E-13  1.00E-07
  1.000E+01 1.79685E-16  4.749E-05  1.044E-08  8.410E-09  2.966E-13  6.477E-13  1.00E-07
  1.025E+01 1.76764E-16  4.912E-05  1.032E-08  8.385E-09  2.973E-13  6.624E-13  1.00E-07
  1.050E+01 1.73837E-16  5.077E-05  1.020E-08  8.360E-09  2.977E-13  6.769E-13  1.00E-07
  1.075E+01 1.70907E-16  5.246E-05  1.007E-08  8.334E-09  2.976E-13  6.913E-13  1.00E-07
  1.100E+01 1.67977E-16  5.418E-05  9.948E-09  8.308E-09  2.972E-13  7.056E-13  1.00E-07
  1.125E+01 1.65050E-16  5.594E-05  9.822E-09  8.281E-09  2.964E-13  7.198E-13  1.00E-07
  1.150E+01 1.62127E-16  5.774E-05  9.696E-09  8.253E-09  2.951E-13  7.339E-13  1.00E-07
  1.175E+01 1.59213E-16  5.957E-05  9.568E-09  8.226E-09  2.935E-13  7.479E-13  1.00E-07
  1.200E+01 1.56308E-16  6.144E-05  9.440E-09  8.197E-09  2.914E-13  7.617E-13  1.00E-07
  1.225E+01 1.53416E-16  6.335E-05  9.311E-09  8.168E-09  2.890E-13  7.754E-13  1.00E-07
  1.250E+01 1.50538E-16  6.530E-05  9.181E-09  8.139E-09  2.861E-13  7.890E-13  1.00E-07
  1.275E+01 1.47677E-16  6.730E-05  9.051E-09  8.109E-09  2.829E-13  8.025E-13  1.00E-07
  1.300E+01 1.44835E-16  6.933E-05  8.920E-09  8.079E-09  2.793E-13  8.158E-13  1.00E-07
  1.325E+01 1.42013E-16  7.141E-05  8.789E-09  8.048E-09  2.753E-13  8.290E-13  1.00E-07
  1.350E+01 1.39214E-16  7.353E-05  8.657E-09  8.017E-09  2.709E-13  8.421E-13  1.00E-07
  1.375E+01 1.36439E-16  7.570E-05  8.525E-09  7.985E-09  2.661E-13  8.550E-13  1.00E-07
  1.400E+01 1.33689E-16  7.791E-05  8.393E-09  7.953E-09  2.610E-13  8.678E-13  1.00E-07
  1.425E+01 1.30967E-16  8.017E-05  8.260E-09  7.920E-09  2.555E-13  8.805E-13  1.00E-07
  1.450E+01 1.28274E-16  8.247E-05  8.128E-09  7.887E-09  2.496E-13  8.930E-13  1.00E-07
  1.475E+01 1.25610E-16  8.483E-05  7.995E-09  7.854E-09  2.433E-13  9.054E-13  1.00E-07
  1.500E+01 1.22977E-16  8.723E-05  7.863E-09  7.820E-09  2.367E-13  9.176E-13  1.00E-07
  1.525E+01 1.20377E-16  8.968E-05  7.730E-09  7.786E-09  2.298E-13  9.297E-13  1.00E-07
  1.550E+01 1.17810E-16  9.219E-05  7.598E-09  7.751E-09  2.225E-13  9.417E-13  1.00E-07
  1.575E+01 1.15277E-16  9.474E-05  7.466E-09  7.716E-09  2.148E-13  9.535E-13  1.00E-07
  1.600E+01 1.12779E-16  9.735E-05  7.334E-09  7.681E-09  2.068E-13  9.651E-13  1.00E-07
  1.625E+01 1.10317E-16  1.000E-04  7.202E-09  7.645E-09  1.985E-13  9.766E-13  1.00E-07
  1.650E+01 1.07891E-16  1.027E-04  7.071E-09  7.609E-09  1.898E-13  9.880E-13  1.00E-07
  1.675E+01 1.05502E-16  1.055E-04  6.940E-09  7.572E-09  1.809E-13  9.992E-13  1.00E-07
  1.700E+01 1.03151E-16  1.083E-04  6.809E-09  7.535E-09  1.716E-13  1.010E-12  1.00E-07
  1.725E+01 1.00838E-16  1.112E-04  6.680E-09  7.498E-09  1.620E-13  1.021E-12  1.00E-07
  1.750E+01 9.85628E-17  1.141E-04  6.550E-09  7.461E-09  1.521E-13  1.032E-12  1.00E-07
  1.775E+01 9.63266E-17  1.171E-04  6.421E-09  7.423E-09  1.419E-13  1.043E-12  1.00E-07
  1.800E+01 9.41293E-17  1.202E-04  6.293E-09  7.384E-09  1.314E-13  1.053E-12  1.00E-07
  1.825E+01 9.19711E-17  1.233E-04  6.165E-09  7.346E-09  1.206E-13  1.063E-12  1.00E-07
  1.850E+01 8.98521E-17  1.265E-04  6.038E-09  7.307E-09  1.095E-13  1.073E-12  1.00E-07
  1.875E+01 8.77724E-17  1.297E-04  5.912E-09  7.268E-09  9.820E-14  1.083E-12  1.00E-07
  1.900E+01 8.57321E-17  1.330E-04  5.787E-09  7.228E-09  8.660E-14  1.093E-12  1.00E-07
  1.925E+01 8.37310E-17  1.363E-04  5.662E-09  7.188E-09  7.474E-14  1.103E-12  1.00E-07
  1.950E+01 8.17692E-17  1.397E-04  5.538E-09  7.148E-09  6.263E-14  1.112E-12  1.00E-07
  1.975E+01 7.98464E-17  1.432E-04  5.416E-09  7.108E-09  5.026E-14  1.122E-12  1.00E-07
  2.000E+01 7.79626E-17  1.467E-04  5.293E-09  7.067E-09  3.766E-14  1.131E-12  1.00E-07
  2.025E+01 7.61174E-17  1.503E-04  5.172E-09  7.026E-09  2.482E-14  1.140E-12  1.00E-07
  2.050E+01 7.43108E-17  1.540E-04  5.052E-09  6.985E-09  1.176E-14  1.149E-12  1.00E-07
  2.075E+01 7.25423E-17  1.577E-04  4.933E-09  6.943E-09 -1.533E-15  1.157E-12  1.00E-07
  2.100E+01 7.08117E-17  1.615E-04  4.814E-09  6.902E-09 -1.504E-14  1.166E-12  1.00E-07
  2.125E+01 6.91187E-17  1.653E-04  4.697E-09  6.860E-09 -2.875E-14  1.174E-12  1.00E-07
  2.150E+01 6.74628E-17  1.692E-04  4.581E-09  6.818E-09 -4.267E-14  1.182E-12  1.00E-07
  2.175E+01 6.58438E-17  1.732E-04  4.465E-09  6.775E-09 -5.679E-14  1.190E-12  1.00E-07
  2.200E+01 6.42611E-17  1.772E-04  4.351E-09  6.733E-09 -7.110E-14  1.198E-12  1.00E-07
  2.225E+01 6.27143E-17  1.813E-04  4.238E-09  6.690E-09 -8.559E-14  1.206E-12  1.00E-07
  2.250E+01 6.12031E-17  1.854E-04  4.126E-09  6.647E-09 -1.003E-13  1.214E-12  1.00E-07
  2.275E+01 5.97268E-17  1.896E-04  4.015E-09  6.604E-09 -1.151E-13  1.221E-12  1.00E-07
  2.300E+01 5.82851E-17  1.939E-04  3.905E-09  6.560E-09 -1.301E-13  1.228E-12  1.00E-07
  2.325E+01 5.68774E-17  1.982E-04  3.796E-09  6.517E-09 -1.453E-13  1.235E-12  1.00E-07
  2.350E+01 5.55032E-17  2.026E-04  3.689E-09  6.473E-09 -1.606E-13  1.242E-12  1.00E-07
  2.375E+01 5.41620E-17  2.070E-04  3.582E-09  6.429E-09 -1.761E-13  1.249E-12  1.00E-07
  2.400E+01 5.28532E-17  2.115E-04  3.477E-09  6.385E-09 -1.917E-13  1.255E-12  1.00E-07
  2.425E+01 5.15763E-17  2.160E-04  3.373E-09  6.340E-09 -2.075E-13  1.262E-12  1.00E-07
  2.450E+01 5.03308E-17  2.206E-04  3.270E-09  6.296E-09 -2.234E-13  1.268E-12  1.00E-07
  2.475E+01 4.91160E-17  2.253E-04  3.168E-09  6.252E-09 -2.394E-13  1.274E-12  1.00E-07
  2.500E+01 4.79315E-17  2.300E-04  3.067E-09  6.207E-09 -2.555E-13  1.280E-12  1.00E-07
  2.550E+01 4.56509E-17  2.395E-04  2.869E-09  6.117E-09 -2.881E-13  1.291E-12  1.00E-07
  2.600E+01 4.34845E-17  2.492E-04  2.676E-09  6.027E-09 -3.212E-13  1.302E-12  1.00E-07
  2.650E+01 4.14276E-17  2.592E-04  2.488E-09  5.936E-09 -3.546E-13  1.312E-12  1.00E-07
  2.700E+01 3.94757E-17  2.692E-04  2.304E-09  5.845E-09 -3.883E-13  1.321E-12  1.00E-07
  2.750E+01 3.76244E-17  2.794E-04  2.125E-09  5.754E-09 -4.224E-13  1.330E-12  1.00E-07
  2.800E+01 3.58693E-17  2.897E-04  1.951E-09  5.662E-09 -4.567E-13  1.338E-12  1.00E-07
  2.850E+01 3.42059E-17  3.001E-04  1.781E-09  5.571E-09 -4.913E-13  1.345E-12  1.00E-07
  2.900E+01 3.26301E-17  3.106E-04  1.617E-09  5.479E-09 -5.260E-13  1.352E-12  1.00E-07
  2.950E+01 3.11377E-17  3.211E-04  1.456E-09  5.387E-09 -5.609E-13  1.358E-12  1.00E-07
  3.000E+01 2.97246E-17  3.316E-04  1.301E-09  5.295E-09 -5.959E-13  1.363E-12  1.00E-07
  3.050E+01 2.83871E-17  3.422E-04  1.150E-09  5.202E-09 -6.310E-13  1.368E-12  1.00E-07
  3.100E+01 2.71211E-17  3.526E-04  1.004E-09  5.110E-09 -6.662E-13  1.373E-12  1.00E-07
  3.150E+01 2.59233E-17  3.630E-04  8.616E-10  5.018E-09 -7.014E-13  1.376E-12  1.00E-07
  3.200E+01 2.47899E-17  3.733E-04  7.240E-10  4.926E-09 -7.367E-13  1.379E-12  1.00E-07
  3.250E+01 2.37177E-17  3.835E-04  5.908E-10  4.834E-09 -7.719E-13  1.382E-12  1.00E-07
  3.300E+01 2.27034E-17  3.934E-04  4.619E-10  4.742E-09 -8.070E-13  1.384E-12  1.00E-07
  3.350E+01 2.17439E-17  4.032E-04  3.371E-10  4.651E-09 -8.421E-13  1.385E-12  1.00E-07
  3.400E+01 2.08363E-17  4.127E-04  2.165E-10  4.560E-09 -8.771E-13  1.386E-12  1.00E-07
  3.450E+01 1.99776E-17  4.219E-04  9.999E-11  4.469E-09 -9.120E-13  1.386E-12  1.00E-07
  3.500E+01 1.91653E-17  4.307E-04 -1.253E-11  4.378E-09 -9.468E-13  1.385E-12  1.00E-07
  3.550E+01 1.83967E-17  4.392E-04 -1.211E-10  4.287E-09 -9.814E-13  1.384E-12  1.00E-07
  3.600E+01 1.76694E-17  4.472E-04 -2.259E-10  4.197E-09 -1.016E-12  1.383E-12  1.00E-07
  3.650E+01 1.69811E-17  4.548E-04 -3.268E-10  4.108E-09 -1.050E-12  1.381E-12  1.00E-07
  3.700E+01 1.63295E-17  4.619E-04 -4.241E-10  4.019E-09 -1.084E-12  1.378E-12  1.00E-07
  3.750E+01 1.57126E-17  4.685E-04 -5.177E-10  3.930E-09 -1.118E-12  1.375E-12  1.00E-07
  3.800E+01 1.51284E-17  4.745E-04 -6.078E-10  3.842E-09 -1.151E-12  1.372E-12  1.00E-07
  3.850E+01 1.45751E-17  4.799E-04 -6.945E-10  3.754E-09 -1.185E-12  1.368E-12  1.00E-07
  3.900E+01 1.40508E-17  4.846E-04 -7.777E-10  3.667E-09 -1.218E-12  1.363E-12  1.00E-07
  3.950E+01 1.35539E-17  4.887E-04 -8.576E-10  3.580E-09 -1.250E-12  1.358E-12  1.00E-07
  4.000E+01 1.30828E-17  4.920E-04 -9.342E-10  3.494E-09 -1.283E-12  1.353E-12  1.00E-07
  4.050E+01 1.26359E-17  4.946E-04 -1.008E-09  3.409E-09 -1.315E-12  1.347E-12  1.00E-07
  4.100E+01 1.22120E-17  4.964E-04 -1.078E-09  3.324E-09 -1.347E-12  1.341E-12  1.00E-07
  4.150E+01 1.18097E-17  4.974E-04 -1.145E-09  3.240E-09 -1.378E-12  1.334E-12  1.00E-07
  4.200E+01 1.14276E-17  4.976E-04 -1.210E-09  3.157E-09 -1.409E-12  1.327E-12  1.00E-07
  4.250E+01 1.10647E-17  4.969E-04 -1.271E-09  3.074E-09 -1.440E-12  1.319E-12  1.00E-07
  4.300E+01 1.07198E-17  4.953E-04 -1.330E-09  2.992E-09 -1.470E-12  1.311E-12  1.00E-07
  4.350E+01 1.03919E-17  4.929E-04 -1.386E-09  2.910E-09 -1.500E-12  1.303E-12  1.00E-07
  4.400E+01 1.00801E-17  4.895E-04 -1.440E-09  2.830E-09 -1.530E-12  1.294E-12  1.00E-07
  4.450E+01 9.78325E-18  4.852E-04 -1.490E-09  2.750E-09 -1.559E-12  1.285E-12  1.00E-07
  4.500E+01 9.50065E-18  4.799E-04 -1.539E-09  2.671E-09 -1.588E-12  1.275E-12  1.00E-07
  4.550E+01 9.23145E-18  4.737E-04 -1.584E-09  2.593E-09 -1.617E-12  1.265E-12  1.00E-07
  4.600E+01 8.97488E-18  4.665E-04 -1.628E-09  2.515E-09 -1.645E-12  1.255E-12  1.00E-07
  4.650E+01 8.73021E-18  4.584E-04 -1.669E-09  2.438E-09 -1.672E-12  1.245E-12  1.00E-07
  4.700E+01 8.49678E-18  4.492E-04 -1.708E-09  2.362E-09 -1.700E-12  1.234E-12  1.00E-07
  4.750E+01 8.27395E-18  4.391E-04 -1.744E-09  2.287E-09 -1.726E-12  1.223E-12  1.00E-07
  4.800E+01 8.06113E-18  4.280E-04 -1.779E-09  2.213E-09 -1.753E-12  1.211E-12  1.00E-07
  4.850E+01 7.85775E-18  4.159E-04 -1.811E-09  2.140E-09 -1.779E-12  1.199E-12  1.00E-07
  4.900E+01 7.66328E-18  4.028E-04 -1.841E-09  2.067E-09 -1.804E-12  1.187E-12  1.00E-07
  4.950E+01 7.47725E-18  3.888E-04 -1.870E-09  1.995E-09 -1.829E-12  1.175E-12  1.00E-07
  5.000E+01 7.29918E-18  3.738E-04 -1.896E-09  1.925E-09 -1.854E-12  1.163E-12  1.00E-07
  5.050E+01 7.12863E-18  3.578E-04 -1.921E-09  1.855E-09 -1.878E-12  1.150E-12  1.00E-07
  5.100E+01 6.96522E-18  3.409E-04 -1.944E-09  1.785E-09 -1.902E-12  1.137E-12  1.00E-07
  5.150E+01 6.80854E-18  3.230E-04 -1.965E-09  1.717E-09 -1.926E-12  1.123E-12  1.00E-07
  5.200E+01 6.65824E-18  3.042E-04 -1.984E-09  1.650E-09 -1.948E-12  1.110E-12  1.00E-07
  5.250E+01 6.51399E-18  2.845E-04 -2.002E-09  1.583E-09 -1.971E-12  1.096E-12  1.00E-07
  5.300E+01 6.37546E-18  2.638E-04 -2.018E-09  1.518E-09 -1.993E-12  1.082E-12  1.00E-07
  5.350E+01 6.24237E-18  2.423E-04 -2.033E-09  1.453E-09 -2.015E-12  1.068E-12  1.00E-07
  5.400E+01 6.11443E-18  2.199E-04 -2.046E-09  1.389E-09 -2.036E-12  1.054E-12  1.00E-07
  5.450E+01 5.99139E-18  1.966E-04 -2.057E-09  1.326E-09 -2.056E-12  1.039E-12  1.00E-07
  5.500E+01 5.87298E-18  1.725E-04 -2.068E-09  1.264E-09 -2.077E-12  1.025E-12  1.00E-07
  5.550E+01 5.75899E-18  1.476E-04 -2.076E-09  1.203E-09 -2.096E-12  1.010E-12  1.00E-07
  5.600E+01 5.64920E-18  1.219E-04 -2.084E-09  1.143E-09 -2.116E-12  9.948E-13  1.00E-07
  5.650E+01 5.54340E-18  9.539E-05 -2.090E-09  1.083E-09 -2.135E-12  9.796E-13  1.00E-07
  5.700E+01 5.44140E-18  6.813E-05 -2.096E-09  1.025E-09 -2.153E-12  9.644E-13  1.00E-07
  5.750E+01 5.34302E-18  4.012E-05 -2.099E-09  9.671E-10 -2.171E-12  9.490E-13  1.00E-07
  5.800E+01 5.24809E-18  1.139E-05 -2.102E-09  9.103E-10 -2.189E-12  9.335E-13  1.00E-07
  5.850E+01 5.15645E-18 -1.803E-05 -2.104E-09  8.544E-10 -2.206E-12  9.178E-13  1.00E-07
  5.900E+01 5.06795E-18 -4.813E-05 -2.104E-09  7.994E-10 -2.222E-12  9.021E-13  1.00E-07
  5.950E+01 4.98244E-18 -7.888E-05 -2.104E-09  7.452E-10 -2.239E-12  8.863E-13  1.00E-07
  6.000E+01 4.89980E-18 -1.103E-04 -2.103E-09  6.920E-10 -2.254E-12  8.704E-13  1.00E-07
  6.050E+01 4.81990E-18 -1.422E-04 -2.100E-09  6.395E-10 -2.270E-12  8.544E-13  1.00E-07
  6.100E+01 4.74261E-18 -1.748E-04 -2.097E-09  5.880E-10 -2.285E-12  8.383E-13  1.00E-07
  6.150E+01 4.66784E-18 -2.079E-04 -2.093E-09  5.373E-10 -2.299E-12  8.221E-13  1.00E-07
  6.200E+01 4.59546E-18 -2.415E-04 -2.088E-09  4.874E-10 -2.313E-12  8.059E-13  1.00E-07
  6.250E+01 4.52538E-18 -2.757E-04 -2.082E-09  4.384E-10 -2.327E-12  7.897E-13  1.00E-07
  6.300E+01 4.45751E-18 -3.103E-04 -2.075E-09  3.902E-10 -2.340E-12  7.734E-13  1.00E-07
  6.350E+01 4.39175E-18 -3.454E-04 -2.067E-09  3.428E-10 -2.353E-12  7.570E-13  1.00E-07
  6.400E+01 4.32802E-18 -3.809E-04 -2.059E-09  2.963E-10 -2.365E-12  7.407E-13  1.00E-07
  6.450E+01 4.26625E-18 -4.168E-04 -2.050E-09  2.506E-10 -2.377E-12  7.243E-13  1.00E-07
  6.500E+01 4.20635E-18 -4.531E-04 -2.041E-09  2.057E-10 -2.389E-12  7.078E-13  1.00E-07
  6.550E+01 4.14825E-18 -4.897E-04 -2.030E-09  1.617E-10 -2.400E-12  6.914E-13  1.00E-07
  6.600E+01 4.09189E-18 -5.267E-04 -2.019E-09  1.184E-10 -2.411E-12  6.749E-13  1.00E-07
  6.650E+01 4.03720E-18 -5.639E-04 -2.008E-09  7.592E-11 -2.421E-12  6.585E-13  1.00E-07
  6.700E+01 3.98412E-18 -6.015E-04 -1.996E-09  3.423E-11 -2.431E-12  6.420E-13  1.00E-07
  6.750E+01 3.93258E-18 -6.392E-04 -1.983E-09 -6.681E-12 -2.440E-12  6.256E-13  1.00E-07
  6.800E+01 3.88255E-18 -6.772E-04 -1.970E-09 -4.682E-11 -2.450E-12  6.092E-13  1.00E-07
  6.850E+01 3.83395E-18 -7.154E-04 -1.956E-09 -8.618E-11 -2.458E-12  5.928E-13  1.00E-07
  6.900E+01 3.78674E-18 -7.537E-04 -1.942E-09 -1.248E-10 -2.467E-12  5.764E-13  1.00E-07
  6.950E+01 3.74088E-18 -7.922E-04 -1.927E-09 -1.626E-10 -2.475E-12  5.600E-13  1.00E-07
  7.000E+01 3.69632E-18 -8.308E-04 -1.912E-09 -1.998E-10 -2.482E-12  5.437E-13  1.00E-07
  7.050E+01 3.65301E-18 -8.695E-04 -1.897E-09 -2.361E-10 -2.489E-12  5.274E-13  1.00E-07
  7.100E+01 3.61091E-18 -9.083E-04 -1.881E-09 -2.718E-10 -2.496E-12  5.112E-13  1.00E-07
  7.150E+01 3.56998E-18 -9.471E-04 -1.864E-09 -3.067E-10 -2.503E-12  4.950E-13  1.00E-07
  7.200E+01 3.53019E-18 -9.859E-04 -1.848E-09 -3.409E-10 -2.509E-12  4.789E-13  1.00E-07
  7.250E+01 3.49150E-18 -1.025E-03 -1.831E-09 -3.744E-10 -2.515E-12  4.628E-13  1.00E-07
  7.300E+01 3.45387E-18 -1.063E-03 -1.813E-09 -4.072E-10 -2.520E-12  4.468E-13  1.00E-07
  7.350E+01 3.41726E-18 -1.102E-03 -1.796E-09 -4.394E-10 -2.525E-12  4.309E-13  1.00E-07
  7.400E+01 3.38166E-18 -1.141E-03 -1.778E-09 -4.708E-10 -2.530E-12  4.150E-13  1.00E-07
  7.450E+01 3.34703E-18 -1.179E-03 -1.759E-09 -5.016E-10 -2.534E-12  3.992E-13  1.00E-07
  7.500E+01 3.31333E-18 -1.217E-03 -1.741E-09 -5.317E-10 -2.538E-12  3.835E-13  1.00E-07
  7.550E+01 3.28054E-18 -1.256E-03 -1.722E-09 -5.612E-10 -2.542E-12  3.678E-13  1.00E-07
  7.600E+01 3.24864E-18 -1.294E-03 -1.703E-09 -5.900E-10 -2.545E-12  3.523E-13  1.00E-07
  7.650E+01 3.21759E-18 -1.331E-03 -1.684E-09 -6.181E-10 -2.548E-12  3.368E-13  1.00E-07
  7.700E+01 3.18737E-18 -1.369E-03 -1.664E-09 -6.457E-10 -2.550E-12  3.215E-13  1.00E-07
  7.750E+01 3.15796E-18 -1.406E-03 -1.645E-09 -6.726E-10 -2.553E-12  3.062E-13  1.00E-07
  7.800E+01 3.12934E-18 -1.443E-03 -1.625E-09 -6.989E-10 -2.555E-12  2.910E-13  1.00E-07
  7.850E+01 3.10147E-18 -1.480E-03 -1.605E-09 -7.246E-10 -2.556E-12  2.760E-13  1.00E-07
  7.900E+01 3.07435E-18 -1.517E-03 -1.585E-09 -7.497E-10 -2.558E-12  2.610E-13  1.00E-07
  7.950E+01 3.04794E-18 -1.553E-03 -1.565E-09 -7.742E-10 -2.559E-12  2.462E-13  1.00E-07
  8.000E+01 3.02224E-18 -1.588E-03 -1.544E-09 -7.981E-10 -2.559E-12  2.314E-13  1.00E-07
  8.050E+01 2.99721E-18 -1.624E-03 -1.524E-09 -8.215E-10 -2.560E-12  2.168E-13  1.00E-07
  8.100E+01 2.97285E-18 -1.659E-03 -1.503E-09 -8.443E-10 -2.560E-12  2.023E-13  1.00E-07
  8.150E+01 2.94912E-18 -1.693E-03 -1.483E-09 -8.665E-10 -2.560E-12  1.879E-13  1.00E-07
  8.200E+01 2.92603E-18 -1.727E-03 -1.462E-09 -8.882E-10 -2.559E-12  1.737E-13  1.00E-07
  8.250E+01 2.90354E-18 -1.761E-03 -1.441E-09 -9.094E-10 -2.559E-12  1.595E-13  1.00E-07
  8.300E+01 2.88164E-18 -1.794E-03 -1.420E-09 -9.300E-10 -2.557E-12  1.455E-13  1.00E-07
  8.350E+01 2.86032E-18 -1.827E-03 -1.399E-09 -9.501E-10 -2.556E-12  1.316E-13  1.00E-07
  8.400E+01 2.83956E-18 -1.859E-03 -1.378E-09 -9.697E-10 -2.555E-12  1.179E-13  1.00E-07
  8.450E+01 2.81935E-18 -1.891E-03 -1.357E-09 -9.888E-10 -2.553E-12  1.043E-13  1.00E-07
  8.500E+01 2.79967E-18 -1.922E-03 -1.336E-09 -1.007E-09 -2.551E-12  9.080E-14  1.00E-07
  8.550E+01 2.78051E-18 -1.953E-03 -1.315E-09 -1.025E-09 -2.548E-12  7.746E-14  1.00E-07
  8.600E+01 2.76185E-18 -1.983E-03 -1.294E-09 -1.043E-09 -2.545E-12  6.427E-14  1.00E-07
  8.650E+01 2.74368E-18 -2.012E-03 -1.273E-09 -1.060E-09 -2.542E-12  5.121E-14  1.00E-07
  8.700E+01 2.72599E-18 -2.041E-03 -1.252E-09 -1.077E-09 -2.539E-12  3.830E-14  1.00E-07
  8.750E+01 2.70877E-18 -2.070E-03 -1.230E-09 -1.093E-09 -2.536E-12  2.553E-14  1.00E-07
  8.800E+01 2.69200E-18 -2.098E-03 -1.209E-09 -1.109E-09 -2.532E-12  1.291E-14  1.00E-07
  8.850E+01 2.67567E-18 -2.125E-03 -1.188E-09 -1.124E-09 -2.528E-12  4.438E-16  1.00E-07
  8.900E+01 2.65978E-18 -2.151E-03 -1.167E-09 -1.139E-09 -2.524E-12 -1.188E-14  1.00E-07
  8.950E+01 2.64430E-18 -2.177E-03 -1.146E-09 -1.154E-09 -2.520E-12 -2.405E-14  1.00E-07
  9.000E+01 2.62923E-18 -2.203E-03 -1.125E-09 -1.168E-09 -2.515E-12 -3.606E-14  1.00E-07
  9.050E+01 2.61456E-18 -2.227E-03 -1.104E-09 -1.181E-09 -2.510E-12 -4.793E-14  1.00E-07
  9.100E+01 2.60028E-18 -2.251E-03 -1.083E-09 -1.194E-09 -2.505E-12 -5.964E-14  1.00E-07
  9.150E+01 2.58638E-18 -2.275E-03 -1.063E-09 -1.207E-09 -2.499E-12 -7.119E-14  1.00E-07
  9.200E+01 2.57285E-18 -2.298E-03 -1.042E-09 -1.220E-09 -2.494E-12 -8.258E-14  1.00E-07
  9.250E+01 2.55968E-18 -2.320E-03 -1.021E-09 -1.232E-09 -2.488E-12 -9.382E-14  1.00E-07
  9.300E+01 2.54686E-18 -2.341E-03 -1.000E-09 -1.243E-09 -2.482E-12 -1.049E-13  1.00E-07
  9.350E+01 2.53438E-18 -2.362E-03 -9.799E-10 -1.255E-09 -2.476E-12 -1.158E-13  1.00E-07
  9.400E+01 2.52223E-18 -2.382E-03 -9.594E-10 -1.266E-09 -2.469E-12 -1.266E-13  1.00E-07
  9.450E+01 2.51041E-18 -2.401E-03 -9.390E-10 -1.276E-09 -2.463E-12 -1.372E-13  1.00E-07
  9.500E+01 2.49891E-18 -2.420E-03 -9.187E-10 -1.286E-09 -2.456E-12 -1.476E-13  1.00E-07
  9.550E+01 2.48771E-18 -2.438E-03 -8.985E-10 -1.296E-09 -2.449E-12 -1.579E-13  1.00E-07
  9.600E+01 2.47682E-18 -2.455E-03 -8.784E-10 -1.306E-09 -2.442E-12 -1.680E-13  1.00E-07
  9.650E+01 2.46622E-18 -2.472E-03 -8.584E-10 -1.315E-09 -2.434E-12 -1.779E-13  1.00E-07
  9.700E+01 2.45590E-18 -2.488E-03 -8.385E-10 -1.324E-09 -2.427E-12 -1.877E-13  1.00E-07
  9.750E+01 2.44587E-18 -2.503E-03 -8.187E-10 -1.333E-09 -2.419E-12 -1.973E-13  1.00E-07
  9.800E+01 2.43611E-18 -2.518E-03 -7.990E-10 -1.341E-09 -2.411E-12 -2.068E-13  1.00E-07
  9.850E+01 2.42661E-18 -2.532E-03 -7.794E-10 -1.349E-09 -2.403E-12 -2.161E-13  1.00E-07
  9.900E+01 2.41737E-18 -2.545E-03 -7.599E-10 -1.356E-09 -2.394E-12 -2.252E-13  1.00E-07
  9.950E+01 2.40839E-18 -2.558E-03 -7.406E-10 -1.364E-09 -2.386E-12 -2.341E-13  1.00E-07
  1.000E+02 2.39965E-18 -2.570E-03 -7.213E-10 -1.371E-09 -2.377E-12 -2.429E-13  1.00E-07
  1.005E+02 2.39115E-18 -2.581E-03 -7.022E-10 -1.378E-09 -2.368E-12 -2.515E-13  1.00E-07
  1.010E+02 2.38288E-18 -2.592E-03 -6.832E-10 -1.384E-09 -2.359E-12 -2.600E-13  1.00E-07
  1.015E+02 2.37484E-18 -2.602E-03 -6.644E-10 -1.390E-09 -2.350E-12 -2.683E-13  1.00E-07
  1.020E+02 2.36703E-18 -2.611E-03 -6.456E-10 -1.396E-09 -2.341E-12 -2.764E-13  1.00E-07
  1.025E+02 2.35943E-18 -2.620E-03 -6.270E-10 -1.402E-09 -2.331E-12 -2.843E-13  1.00E-07
  1.030E+02 2.35204E-18 -2.628E-03 -6.086E-10 -1.408E-09 -2.321E-12 -2.921E-13  1.00E-07
